"gene_name","gene_id","gene_biotype","Mock","Rabies","log2FoldChange","padj"
"Gm21905","ENSMUSG00000095346","protein_coding",0,0,,
"4930425K10Rik","ENSMUSG00000106880","lncRNA",0,0.22,5.03,
"Gm5108","ENSMUSG00000094719","protein_coding",0,0.02,1.19,
"Gm43027","ENSMUSG00000106897","TEC",0,0.01,0.35,
"Gm43028","ENSMUSG00000107257","processed_pseudogene",0,0.02,1.19,
"Grxcr1","ENSMUSG00000068082","protein_coding",0.04,0.14,1.88,
"Gm43025","ENSMUSG00000106747","TEC",0,0.02,1.19,
"Gm43026","ENSMUSG00000107289","processed_pseudogene",0,0,,
"Gm23605","ENSMUSG00000087880","snoRNA",0,0,,
"Gm42850","ENSMUSG00000106854","unprocessed_pseudogene",0.04,0.01,-1.46,
"Gm43842","ENSMUSG00000107117","TEC",0,0,,
"Kctd8","ENSMUSG00000037653","protein_coding",16.13,12.93,-0.3,0.999947203556063
"D130004A15Rik","ENSMUSG00000107208","TEC",0,0.01,0.35,
"Gm43371","ENSMUSG00000107234","TEC",0.04,0.06,0.62,
"Gm43373","ENSMUSG00000107363","TEC",0.04,0.01,-1.46,
"Gm43374","ENSMUSG00000106673","TEC",0,0.03,2.06,
"Gm43230","ENSMUSG00000106753","TEC",0.27,0.19,-0.56,
"Gm43229","ENSMUSG00000107312","TEC",0.12,0.04,-1.7,
"Gm42888","ENSMUSG00000107148","TEC",0.31,0.13,-1.23,
"Gm24368","ENSMUSG00000093129","miRNA",0,0,,
"Gm23932","ENSMUSG00000096290","snRNA",0,0,,
"Gm5867","ENSMUSG00000043484","processed_pseudogene",0.12,0.07,-0.56,
"Gm42887","ENSMUSG00000106986","TEC",0,0,,
"Yipf7","ENSMUSG00000029158","protein_coding",0,0.21,4.91,
"3110031N09Rik","ENSMUSG00000107291","TEC",0.04,0.01,-2.09,
"Guf1","ENSMUSG00000029208","protein_coding",42.68,40.42,-0.08,0.999947203556063
"Gnpda2","ENSMUSG00000029209","protein_coding",11.47,10.95,-0.06,0.999947203556063
"Gm26044","ENSMUSG00000080566","snRNA",0,0,,
"Gm23661","ENSMUSG00000084579","snRNA",0,0,,
"Gm43139","ENSMUSG00000106284","processed_pseudogene",0,0,,
"Gm23067","ENSMUSG00000088863","snRNA",0,0,,
"Gm26072","ENSMUSG00000094803","snRNA",0,0,,
"Gm42652","ENSMUSG00000106613","processed_pseudogene",0,0,,
"Gm42653","ENSMUSG00000106549","TEC",0,0.01,0.35,
"Gabrg1","ENSMUSG00000001260","protein_coding",19.24,15.98,-0.26,0.999947203556063
"Gabra2","ENSMUSG00000000560","protein_coding",111.22,76.96,-0.49,0.999947203556063
"Cox7b2","ENSMUSG00000049387","protein_coding",0.04,0.11,1.47,
"Gabra4","ENSMUSG00000029211","protein_coding",68.61,54.18,-0.31,0.999947203556063
"Gabrb1","ENSMUSG00000029212","protein_coding",85.02,78.59,-0.1,0.999947203556063
"Gm38562","ENSMUSG00000105489","lncRNA",0.39,0.67,0.8,0.999947203556063
"Gm15617","ENSMUSG00000080736","processed_pseudogene",0.04,0.02,-1.26,
"Gm15616","ENSMUSG00000082705","processed_pseudogene",0.27,0.15,-0.87,
"Commd8","ENSMUSG00000029213","protein_coding",36.93,34.46,-0.1,0.999947203556063
"Gm42569","ENSMUSG00000105016","processed_pseudogene",0,0,,
"Atp10d","ENSMUSG00000046808","polymorphic_pseudogene",8.71,14.36,0.74,0.999947203556063
"Corin","ENSMUSG00000005220","protein_coding",1.59,1.32,-0.26,0.999947203556063
"Gm25768","ENSMUSG00000089195","snRNA",0,0,,
"Gm20647","ENSMUSG00000093400","lncRNA",0,0,,
"Gm19560","ENSMUSG00000093644","processed_pseudogene",0,0,,
"Gm23712","ENSMUSG00000095112","snRNA",0,0,,
"AU023070","ENSMUSG00000093771","lncRNA",0,0.01,0.35,
"Nfxl1","ENSMUSG00000072889","protein_coding",15.98,22.07,0.48,0.999947203556063
"Gm43815","ENSMUSG00000105510","TEC",0.19,0.17,-0.2,
"Gm34144","ENSMUSG00000105865","processed_pseudogene",0.04,0.02,-1.26,
"Zar1","ENSMUSG00000063935","protein_coding",0.66,0.58,-0.19,0.999947203556063
"Gm5868","ENSMUSG00000060204","protein_coding",0.19,0.06,-1.54,
"Cnga1","ENSMUSG00000067220","protein_coding",0,0.11,3.91,
"Gm5297","ENSMUSG00000105124","transcribed_processed_pseudogene",0,0.02,1.39,
"4933408A14Rik","ENSMUSG00000106136","lncRNA",0,0,,
"Nipal1","ENSMUSG00000067219","protein_coding",0,0.45,6.17,
"Txk","ENSMUSG00000054892","protein_coding",0.16,0.87,2.61,0.999947203556063
"Gm43717","ENSMUSG00000105089","processed_pseudogene",0,0,,
"Tec","ENSMUSG00000029217","protein_coding",3.11,8.06,1.41,0.541172211726268
"Gm43499","ENSMUSG00000106739","TEC",0,0,,
"Gm9870","ENSMUSG00000052154","TEC",0.51,0.5,0,0.999947203556063
"Slain2","ENSMUSG00000036087","protein_coding",20.64,23.01,0.16,0.999947203556063
"Gm10135","ENSMUSG00000063656","protein_coding",0,0,,
"Gm24776","ENSMUSG00000088268","snRNA",0,0.05,2.91,
"Slc10a4","ENSMUSG00000029219","protein_coding",6.92,6.03,-0.18,0.999947203556063
"Gm15847","ENSMUSG00000081849","transcribed_unprocessed_pseudogene",0.16,0.14,-0.17,
"Gm42668","ENSMUSG00000107373","TEC",0.04,0.03,-0.35,
"Fryl","ENSMUSG00000070733","protein_coding",65.46,79.24,0.28,0.999947203556063
"Gm42572","ENSMUSG00000107171","TEC",0.35,0.36,0.06,0.999947203556063
"1700071G01Rik","ENSMUSG00000086376","lncRNA",0,0.02,1.72,
"Gm42571","ENSMUSG00000107109","TEC",0,0.02,1.78,
"Gm17207","ENSMUSG00000090561","lncRNA",0,0,,
"Gm34411","ENSMUSG00000107087","lncRNA",0,0,,
"1700025M24Rik","ENSMUSG00000100175","lncRNA",0.04,0,-3.35,
"Gm42734","ENSMUSG00000106999","TEC",0,0.01,0.35,
"Ociad1","ENSMUSG00000029152","protein_coding",242.53,287.61,0.27,0.999947203556063
"Gm42733","ENSMUSG00000107292","TEC",0,0,,
"Gm42732","ENSMUSG00000107331","TEC",24.49,18.79,-0.35,0.999947203556063
"Ociad2","ENSMUSG00000029153","protein_coding",62.04,48.64,-0.3,0.999947203556063
"Gm34583","ENSMUSG00000107272","transcribed_processed_pseudogene",4.51,5.01,0.16,0.999947203556063
"Gm35960","ENSMUSG00000106958","processed_pseudogene",0,0.07,3.2,
"Cwh43","ENSMUSG00000029154","protein_coding",2.41,5.02,1.51,0.999947203556063
"Gm43798","ENSMUSG00000106675","TEC",0,0,,
"Gm15653","ENSMUSG00000082039","processed_pseudogene",0,0.03,2.35,
"Dcun1d4","ENSMUSG00000051674","protein_coding",94.77,82.87,-0.19,0.999947203556063
"Lrrc66","ENSMUSG00000067206","protein_coding",0.08,0.19,1.34,
"Sgcb","ENSMUSG00000029156","protein_coding",67.06,77.55,0.22,0.999947203556063
"Gm43799","ENSMUSG00000106773","TEC",0.12,0.1,-0.28,
"Spata18","ENSMUSG00000029155","protein_coding",0.86,0.63,-0.44,0.999947203556063
"1700019F05Rik","ENSMUSG00000107027","lncRNA",0,0,,
"C78283","ENSMUSG00000106968","lncRNA",0,0.02,1.19,
"Usp46","ENSMUSG00000054814","protein_coding",107.99,84.9,-0.33,0.999947203556063
"Usp46os1","ENSMUSG00000087250","lncRNA",0,0.02,1.78,
"Usp46os2","ENSMUSG00000086234","lncRNA",0,0.02,1.19,
"Gm43417","ENSMUSG00000106993","TEC",0.31,0.22,-0.51,
"Gm43415","ENSMUSG00000106973","TEC",0.08,0.02,-2.27,
"Gm43416","ENSMUSG00000107255","TEC",0.04,0.03,-0.38,
"Dancr","ENSMUSG00000106943","lncRNA",4.7,3.18,-0.53,0.999947203556063
"Snora26","ENSMUSG00000093355","snoRNA",0,0,,
"A330058E17Rik","ENSMUSG00000106735","TEC",0.08,0.08,0,
"Rasl11b","ENSMUSG00000049907","protein_coding",70.4,53.75,-0.38,0.999947203556063
"Scfd2","ENSMUSG00000062110","protein_coding",16.05,15.52,-0.05,0.999947203556063
"Gm42599","ENSMUSG00000107209","TEC",0.04,0,-3.35,
"Gm15981","ENSMUSG00000080700","transcribed_processed_pseudogene",0,0.01,0.98,
"Gm15982","ENSMUSG00000084132","transcribed_unprocessed_pseudogene",0,0.06,3.07,
"6720475M21Rik","ENSMUSG00000107009","TEC",0.04,0.01,-2.09,
"Gm43167","ENSMUSG00000106992","TEC",0.23,0.13,-0.8,
"Fip1l1","ENSMUSG00000029227","protein_coding",76.35,89.33,0.23,0.999947203556063
"Gm43747","ENSMUSG00000107165","TEC",0.04,0.09,1.22,
"Lnx1","ENSMUSG00000029228","protein_coding",24.61,17.64,-0.44,0.999947203556063
"Gm15984","ENSMUSG00000085657","lncRNA",0,0.04,2.31,
"Gm15985","ENSMUSG00000085497","lncRNA",0,0.01,0.98,
"Gm42575","ENSMUSG00000106987","lncRNA",0,0.02,1.72,
"Gm17906","ENSMUSG00000106806","processed_pseudogene",0,0.03,2.06,
"Gm6116","ENSMUSG00000072874","lncRNA",0,0.04,2.54,
"Gm42577","ENSMUSG00000107306","TEC",0.35,0.83,1.38,0.999947203556063
"Chic2","ENSMUSG00000029229","protein_coding",15.36,21.39,0.5,0.999947203556063
"Gm42576","ENSMUSG00000107205","TEC",0.27,0.1,-1.4,
"Gm18593","ENSMUSG00000107162","processed_pseudogene",0,0.02,1.19,
"Gsx2","ENSMUSG00000035946","protein_coding",0.16,0.42,1.45,
"Gm2040","ENSMUSG00000106900","processed_pseudogene",0,0,,
"Gm19583","ENSMUSG00000107192","lncRNA",0,0.01,0.35,
"Olfr1401-ps1","ENSMUSG00000107258","unprocessed_pseudogene",0,0.02,1.19,
"Pdgfra","ENSMUSG00000029231","protein_coding",50.11,44.01,-0.18,0.999947203556063
"Gm42802","ENSMUSG00000106760","lncRNA",0,0,,
"Gm42803","ENSMUSG00000107245","TEC",0,0.03,2.06,
"Mir7025","ENSMUSG00000099060","miRNA",0,0,,
"Gm42799","ENSMUSG00000106704","processed_pseudogene",0.04,0,-3.35,
"Gm18345","ENSMUSG00000106689","processed_pseudogene",0,0,,
"Gm22084","ENSMUSG00000088210","snRNA",0,0,,
"Gm42800","ENSMUSG00000107386","lncRNA",0,0,,
"Gm24502","ENSMUSG00000089078","snRNA",0,0,,
"Kit","ENSMUSG00000005672","protein_coding",57.81,46.46,-0.3,0.999947203556063
"Gm43101","ENSMUSG00000106754","lncRNA",0,0,,
"Gm43102","ENSMUSG00000107251","TEC",0.04,0.05,0.29,
"Gm43100","ENSMUSG00000106726","lncRNA",0,0,,
"Gm19590","ENSMUSG00000107061","lncRNA",0.08,0.08,0.1,
"Gm38180","ENSMUSG00000103684","TEC",0,0,,
"Gm28865","ENSMUSG00000100936","lncRNA",0,0.01,0.98,
"Gm25374","ENSMUSG00000088783","miRNA",0,0,,
"Kdr","ENSMUSG00000062960","protein_coding",22.86,24.43,0.1,0.999947203556063
"Gm24738","ENSMUSG00000089481","rRNA",0,0,,
"Gm32780","ENSMUSG00000106756","lncRNA",0,0,,
"Gm6051","ENSMUSG00000107020","processed_pseudogene",0.12,0.08,-0.47,
"Srd5a3","ENSMUSG00000029233","protein_coding",13.33,15.12,0.18,0.999947203556063
"Tmem165","ENSMUSG00000029234","protein_coding",26.98,26.87,-0.01,0.999947203556063
"Apc-ps1","ENSMUSG00000083152","transcribed_processed_pseudogene",0.08,0.15,0.94,
"Clock","ENSMUSG00000029238","protein_coding",75.57,76.88,0.03,0.999947203556063
"Ube2n-ps1","ENSMUSG00000106831","processed_pseudogene",0.23,0.21,-0.06,
"Gm43658","ENSMUSG00000106815","TEC",0,0.03,2.06,
"Gm7467","ENSMUSG00000098449","lncRNA",1.32,0.79,-0.73,0.999947203556063
"Pdcl2","ENSMUSG00000029235","protein_coding",0,0.04,2.33,
"4930432L08Rik","ENSMUSG00000087037","lncRNA",0.08,0.09,0.19,
"Nmu","ENSMUSG00000029236","protein_coding",0.04,0.09,1.21,
"Gm42666","ENSMUSG00000107160","processed_pseudogene",0.04,0.08,0.99,
"Gm42665","ENSMUSG00000106982","processed_pseudogene",0,0,,
"Gm7271","ENSMUSG00000091204","protein_coding",0.12,0.13,0.17,
"Exoc1","ENSMUSG00000036435","protein_coding",57.57,60.76,0.08,0.999947203556063
"Cep135","ENSMUSG00000036403","protein_coding",13.22,13.13,0,0.999947203556063
"A730089K16Rik","ENSMUSG00000103529","TEC",0.27,0.22,-0.24,
"C530008M17Rik","ENSMUSG00000036377","protein_coding",72.19,54.06,-0.37,0.999947203556063
"Gm7494","ENSMUSG00000083874","processed_pseudogene",0,0.04,2.55,
"Aasdh","ENSMUSG00000055923","protein_coding",14.77,11.71,-0.31,0.999947203556063
"Ppat","ENSMUSG00000029246","protein_coding",13.8,15.01,0.12,0.999947203556063
"2310040G07Rik","ENSMUSG00000072852","lncRNA",0.31,0.08,-1.96,
"Paics","ENSMUSG00000029247","protein_coding",91.86,90.39,-0.02,0.999947203556063
"Srp72","ENSMUSG00000036323","protein_coding",98.35,102.24,0.06,0.999947203556063
"Arl9","ENSMUSG00000063820","protein_coding",0.08,0.35,2.2,
"1700112J05Rik","ENSMUSG00000086632","lncRNA",0,0,,
"Thegl","ENSMUSG00000029248","protein_coding",0.51,0.56,0.17,0.999947203556063
"Hopx","ENSMUSG00000059325","protein_coding",18.89,22.91,0.31,0.999947203556063
"Hopxos","ENSMUSG00000087541","lncRNA",0.23,0.86,2.03,0.999947203556063
"Gm15831","ENSMUSG00000085858","lncRNA",0,0.02,1.19,
"Chaer1","ENSMUSG00000106783","lncRNA",0,0,,
"Spink2","ENSMUSG00000053030","protein_coding",0.04,0.17,2.15,
"Gm19060","ENSMUSG00000107034","processed_pseudogene",0,0,,
"Rest","ENSMUSG00000029249","protein_coding",7,13.96,1.03,0.995756502988803
"Mir5098","ENSMUSG00000093061","miRNA",0,0,,
"Noa1","ENSMUSG00000036285","protein_coding",23.01,23.19,0.01,0.999947203556063
"Polr2b","ENSMUSG00000029250","protein_coding",54.54,56.09,0.04,0.999947203556063
"Gm42758","ENSMUSG00000107238","processed_pseudogene",0,0.01,0.35,
"Igfbp7","ENSMUSG00000036256","protein_coding",32.73,66.62,1.13,0.699691200348768
"Gm34648","ENSMUSG00000106828","lncRNA",0,0.01,0.35,
"Gm34728","ENSMUSG00000106906","lncRNA",0,0,,
"1700017L05Rik","ENSMUSG00000107232","lncRNA",0,0,,
"Gm42761","ENSMUSG00000106985","lncRNA",0,0.13,4.2,
"Pea15b","ENSMUSG00000047652","transcribed_processed_pseudogene",0.04,0.02,-0.66,
"Gm22011","ENSMUSG00000089415","snoRNA",0,0,,
"Gm31049","ENSMUSG00000106996","unprocessed_pseudogene",0.04,0,-3.35,
"Gm42673","ENSMUSG00000106960","processed_pseudogene",0,0,,
"Mthfr-ps1","ENSMUSG00000044058","processed_pseudogene",0.04,0,-3.35,
"Gm43232","ENSMUSG00000107309","processed_pseudogene",0,0,,
"Gm25756","ENSMUSG00000077178","snoRNA",0,0,,
"Gm43234","ENSMUSG00000107308","processed_pseudogene",0,0,,
"Gm18452","ENSMUSG00000107183","processed_pseudogene",0,0,,
"Gm22553","ENSMUSG00000088422","misc_RNA",0,0,,
"Gm23429","ENSMUSG00000084435","snRNA",0,0,,
"Gm24304","ENSMUSG00000095594","snRNA",0,0,,
"Gm22974","ENSMUSG00000065235","snRNA",0,0,,
"Gm2199","ENSMUSG00000083829","processed_pseudogene",0,0.04,2.57,
"Adgrl3","ENSMUSG00000037605","protein_coding",54.77,56.88,0.05,0.999947203556063
"Gm43594","ENSMUSG00000107226","TEC",0.12,0.08,-0.5,
"Gm43084","ENSMUSG00000107375","TEC",0,0,,
"Gm22048","ENSMUSG00000106611","miRNA",0,0,,
"Gm16054","ENSMUSG00000087431","lncRNA",0.74,0.91,0.31,0.999947203556063
"2900064F13Rik","ENSMUSG00000106746","TEC",2.72,1.95,-0.48,0.999947203556063
"1700008H02Rik","ENSMUSG00000106860","TEC",0,0.02,1.19,
"1700031L13Rik","ENSMUSG00000099863","lncRNA",0,0,,
"Rpl7-ps7","ENSMUSG00000106926","processed_pseudogene",0.19,0.1,-0.92,
"Mir1187","ENSMUSG00000080586","miRNA",0,0,,
"Gm24129","ENSMUSG00000089162","snRNA",0,0,,
"Gm43217","ENSMUSG00000106606","processed_pseudogene",0,0,,
"Tecrl","ENSMUSG00000049537","protein_coding",0.23,0.59,1.43,0.999947203556063
"Gm15626","ENSMUSG00000081822","processed_pseudogene",0,0.04,2.55,
"Gm44303","ENSMUSG00000104537","miRNA",0,0,,
"Gm25765","ENSMUSG00000077288","snoRNA",0,0,,
"Gm25806","ENSMUSG00000084731","snRNA",0,0,,
"Gm24792","ENSMUSG00000077474","snoRNA",0,0,,
"Gm4866","ENSMUSG00000106576","unprocessed_pseudogene",0.04,0.02,-1.06,
"Epha5","ENSMUSG00000029245","protein_coding",77.51,57.88,-0.38,0.999947203556063
"Hmgn2-ps1","ENSMUSG00000079067","processed_pseudogene",0.04,0.01,-1.46,
"Gm43532","ENSMUSG00000106598","lncRNA",0.04,0.01,-2.09,
"Gm43531","ENSMUSG00000105658","processed_pseudogene",0,0,,
"Gm21006","ENSMUSG00000106389","processed_pseudogene",0,0,,
"Gm43567","ENSMUSG00000104878","lncRNA",0.04,0.02,-1.06,
"Gm24626","ENSMUSG00000064555","snRNA",0,0,,
"Gm43564","ENSMUSG00000106225","processed_pseudogene",0,0,,
"Cenpc1","ENSMUSG00000029253","protein_coding",17.73,18.99,0.1,0.999947203556063
"Gm2287","ENSMUSG00000106282","transcribed_processed_pseudogene",0,0,,
"Stap1","ENSMUSG00000029254","protein_coding",1.01,1.18,0.23,0.999947203556063
"Gm24524","ENSMUSG00000064859","snRNA",0,0,,
"Uba6","ENSMUSG00000035898","protein_coding",17.26,21.03,0.29,0.999947203556063
"Gnrhr","ENSMUSG00000029255","protein_coding",0.16,0.2,0.34,
"Tmprss11c","ENSMUSG00000061184","protein_coding",0,0,,
"Gm25473","ENSMUSG00000094833","snRNA",0,0,,
"Tmprss11d","ENSMUSG00000061259","protein_coding",0.7,0.28,-1.34,0.999947203556063
"Tmprss11a","ENSMUSG00000072845","protein_coding",0.66,0.4,-0.67,0.999947203556063
"Tmprss11g","ENSMUSG00000079451","protein_coding",0,0.05,2.91,
"Tmprss11f","ENSMUSG00000048764","protein_coding",0,0.12,4.14,
"Tmprss11b","ENSMUSG00000035861","protein_coding",0.04,0.15,1.94,
"Gm43056","ENSMUSG00000106507","lncRNA",0,0,,
"Tmprss11e","ENSMUSG00000054537","protein_coding",0,0.04,2.54,
"Gm16579","ENSMUSG00000089851","lncRNA",0,0,,
"Gm43055","ENSMUSG00000105704","lncRNA",0,0,,
"Gm43057","ENSMUSG00000104937","lncRNA",0,0.02,1.19,
"Ythdc1","ENSMUSG00000035851","protein_coding",68.07,98.4,0.58,0.999947203556063
"Gm21461","ENSMUSG00000105309","unprocessed_pseudogene",0,0,,
"Ugt2b34","ENSMUSG00000029260","protein_coding",0,0.09,3.65,
"Gm25211","ENSMUSG00000096303","snRNA",0,0,,
"Ugt2b1","ENSMUSG00000035836","protein_coding",0.04,0.02,-1.26,
"Gm24121","ENSMUSG00000075983","snRNA",0,0,,
"Gm20121","ENSMUSG00000104798","processed_pseudogene",0,0,,
"Gm7631","ENSMUSG00000106185","unprocessed_pseudogene",0,0,,
"Gm5869","ENSMUSG00000104802","processed_pseudogene",0.16,0.22,0.47,
"Ugt2b35","ENSMUSG00000035811","protein_coding",0,0.18,4.79,
"Gm18635","ENSMUSG00000105315","processed_pseudogene",0,0,,
"Gm42465","ENSMUSG00000106003","unprocessed_pseudogene",0,0,,
"Ugt2b36","ENSMUSG00000070704","protein_coding",0,0,,
"Gm31230","ENSMUSG00000105625","unprocessed_pseudogene",0,0.01,0.35,
"Gm42795","ENSMUSG00000106502","processed_pseudogene",0,0,,
"Ugt2b5","ENSMUSG00000054630","protein_coding",0.04,0.03,-0.35,
"Gm5717","ENSMUSG00000106111","unprocessed_pseudogene",0,0.02,1.19,
"Gm43369","ENSMUSG00000106330","processed_pseudogene",0,0,,
"Gm19418","ENSMUSG00000105240","unprocessed_pseudogene",0,0,,
"Ugt2b37","ENSMUSG00000057425","protein_coding",0,0.02,1.19,
"Gm7646","ENSMUSG00000105897","unprocessed_pseudogene",0,0.02,1.19,
"Ugt2a3","ENSMUSG00000035780","protein_coding",0,0,,
"Gm7652","ENSMUSG00000106303","unprocessed_pseudogene",0,0,,
"Gm42796","ENSMUSG00000105192","TEC",0,0,,
"Gm35570","ENSMUSG00000104664","processed_pseudogene",0.04,0,-3.35,
"Gm21049","ENSMUSG00000106397","unprocessed_pseudogene",0,0,,
"Gm43370","ENSMUSG00000106132","unprocessed_pseudogene",0,0,,
"Ugt2b38","ENSMUSG00000061906","protein_coding",0,0,,
"Ugt2a2","ENSMUSG00000029268","protein_coding",0,0.02,1.19,
"Ugt2a1","ENSMUSG00000106677","protein_coding",0,0,,
"Gm43638","ENSMUSG00000107180","protein_coding",0,0,,
"Sult1b1","ENSMUSG00000029269","protein_coding",0,0.01,0.35,
"Sult1d1","ENSMUSG00000029273","protein_coding",0.19,0.14,-0.44,
"Sult1e1","ENSMUSG00000029272","protein_coding",0,0.06,3.06,
"Mir3969","ENSMUSG00000106074","miRNA",0,0,,
"Gm43368","ENSMUSG00000106217","processed_pseudogene",0,0.03,2.35,
"Gm21043","ENSMUSG00000105246","processed_pseudogene",0,0,,
"Csn1s1","ENSMUSG00000070702","protein_coding",0,0.01,0.35,
"Csn2","ENSMUSG00000063157","protein_coding",0,0.02,1.19,
"Gm25066","ENSMUSG00000094386","snoRNA",0,0,,
"Gm42845","ENSMUSG00000105796","processed_pseudogene",0,0,,
"Gm24314","ENSMUSG00000095333","snoRNA",0,0,,
"Csn1s2a","ENSMUSG00000061937","protein_coding",0,0,,
"Csn1s2b","ENSMUSG00000061388","protein_coding",0,0,,
"Prr27","ENSMUSG00000002240","protein_coding",0,0,,
"Gm42794","ENSMUSG00000104839","lncRNA",0,0.07,3.33,
"Gm7337","ENSMUSG00000067156","transcribed_processed_pseudogene",0,0.02,1.19,
"Odam","ENSMUSG00000009580","protein_coding",0.04,0.27,3,
"1700066N21Rik","ENSMUSG00000099605","lncRNA",0,0.02,1.72,
"BC037156","ENSMUSG00000105888","lncRNA",0,0,,
"Csn3","ENSMUSG00000001622","protein_coding",0,0.02,1.78,
"BC051076","ENSMUSG00000055961","lncRNA",0.23,0.87,2.01,0.999947203556063
"2310003L06Rik","ENSMUSG00000007457","protein_coding",0,0.38,6,
"Gm28434","ENSMUSG00000100704","protein_coding",0,0,,
"Cabs1","ENSMUSG00000007907","protein_coding",0.16,0.37,1.45,
"Smr3a","ENSMUSG00000029280","protein_coding",0,0.01,0.35,
"Gm7709","ENSMUSG00000105905","processed_pseudogene",0,0.01,0.35,
"Gm42623","ENSMUSG00000104640","processed_pseudogene",0,0,,
"Smr2","ENSMUSG00000029281","protein_coding",0,0,,
"Gm11116","ENSMUSG00000079439","protein_coding",0,0,,
"Gm42622","ENSMUSG00000105807","processed_pseudogene",0,0.02,1.19,
"Gm11115","ENSMUSG00000079438","protein_coding",0,0,,
"Gm42621","ENSMUSG00000106065","unprocessed_pseudogene",0,0.01,0.35,
"Gm42164","ENSMUSG00000105576","processed_pseudogene",0,0,,
"Gm7048","ENSMUSG00000106593","processed_pseudogene",0,0,,
"Gm7714","ENSMUSG00000090302","protein_coding",0,0,,
"Prol1","ENSMUSG00000064156","protein_coding",0,0.02,1.72,
"Amtn","ENSMUSG00000029282","protein_coding",0,0.02,1.72,
"Gm43431","ENSMUSG00000106633","processed_pseudogene",0,0,,
"Gm7721","ENSMUSG00000105013","processed_pseudogene",0,0,,
"Ambn","ENSMUSG00000029288","protein_coding",0,0.06,3.07,
"Enam","ENSMUSG00000029286","protein_coding",0,0.05,2.74,
"Jchain","ENSMUSG00000067149","protein_coding",0.74,14.84,5.61,0.524321358167359
"Gm43432","ENSMUSG00000106322","processed_pseudogene",0.04,0.01,-1.46,
"Utp3","ENSMUSG00000070697","protein_coding",31.41,44.57,0.55,0.999947203556063
"Rufy3","ENSMUSG00000029291","protein_coding",226.79,233.68,0.04,0.999947203556063
"Grsf1","ENSMUSG00000044221","protein_coding",98.89,92.9,-0.09,0.999947203556063
"Mob1b","ENSMUSG00000006262","protein_coding",23.95,27.43,0.2,0.999947203556063
"Gm15682","ENSMUSG00000095524","processed_pseudogene",0.04,0.06,0.77,
"Dck","ENSMUSG00000029366","protein_coding",20.33,24.66,0.28,0.999947203556063
"Gm42912","ENSMUSG00000105640","lncRNA",0.19,0.26,0.41,
"Gm42911","ENSMUSG00000106305","processed_pseudogene",0.08,0.02,-1.65,
"Mkrn1-ps1","ENSMUSG00000082389","processed_pseudogene",0.08,0.11,0.46,
"Slc4a4","ENSMUSG00000060961","protein_coding",231.42,194.47,-0.24,0.999947203556063
"Gc","ENSMUSG00000035540","protein_coding",0,0.05,2.91,
"Gm6366","ENSMUSG00000106534","processed_pseudogene",0.04,0.06,0.62,
"Gm43515","ENSMUSG00000104715","TEC",0,0,,
"Npffr2","ENSMUSG00000035528","protein_coding",0.12,0.11,-0.11,
"Adamts3","ENSMUSG00000043635","protein_coding",22.94,22.08,-0.05,0.999947203556063
"Gm25320","ENSMUSG00000084500","misc_RNA",0.04,0.02,-1.26,
"Gm25758","ENSMUSG00000077175","snoRNA",0,0.01,0.35,
"Eif5al3-ps","ENSMUSG00000043618","processed_pseudogene",0.08,0.1,0.3,
"Cox18","ENSMUSG00000035505","protein_coding",21.92,39.05,1.01,0.999947203556063
"Ankrd17","ENSMUSG00000055204","protein_coding",134.54,188.05,0.53,0.999947203556063
"Gm9958","ENSMUSG00000054945","lncRNA",2.88,2.14,-0.43,0.999947203556063
"Gm43363","ENSMUSG00000106725","TEC",0,0,,
"Alb","ENSMUSG00000029368","protein_coding",0.04,0.39,3.53,
"Afp","ENSMUSG00000054932","protein_coding",0.23,0.7,1.6,0.999947203556063
"Gm43449","ENSMUSG00000106788","lncRNA",0,0,,
"Afm","ENSMUSG00000029369","protein_coding",0,0.01,0.35,
"Gm42109","ENSMUSG00000106863","lncRNA",0,0.01,0.35,
"Gm2602","ENSMUSG00000106705","processed_pseudogene",0,0,,
"5830473C10Rik","ENSMUSG00000070690","protein_coding",0.04,0.06,0.63,
"Rassf6","ENSMUSG00000029370","protein_coding",1.9,1.44,-0.39,0.999947203556063
"Gm43090","ENSMUSG00000107072","processed_pseudogene",0,0.01,0.35,
"Cxcl5","ENSMUSG00000029371","protein_coding",0.23,0.67,1.57,0.999947203556063
"Ppbp","ENSMUSG00000029372","protein_coding",0.04,0.1,1.47,
"Pf4","ENSMUSG00000029373","protein_coding",0.31,0.49,0.71,0.999947203556063
"Cxcl3","ENSMUSG00000029379","protein_coding",0,0.12,4.13,
"Cxcl15","ENSMUSG00000029375","protein_coding",0.04,0,-3.35,
"Gm24322","ENSMUSG00000093082","miRNA",0,0,,
"Gm43085","ENSMUSG00000106957","TEC",0,0,,
"Gm43086","ENSMUSG00000107044","lncRNA",0,0,,
"Cxcl1","ENSMUSG00000029380","protein_coding",0.16,2.8,4.7,0.0135539710348729
"Gm22816","ENSMUSG00000088075","rRNA",0,0,,
"Cxcl2","ENSMUSG00000058427","protein_coding",0,0.95,7.48,0.109803859541794
"Gm42530","ENSMUSG00000107218","lncRNA",0.04,0.02,-1.26,
